min;max;sho01
0,115256276;0,422544289;0,200527486
0,115122877;0,421901391;0,200305173
0,115122877;0,421901391;0,200259552
0,114989479;0,421740667;0,200061014
0,114989479;0,42109777;0,199985538
0,114989479;0,420937045;0,199768545
0,11485608;0,418365456;0,199759053
0,114589283;0,417883283;0,19960911
0,114455885;0,417722559;0,199463102
0,114189088;0,41740111;0,199232571
0,114189088;0,41740111;0,199220581
0,114189088;0,41740111;0,199196248
0,114189088;0,417240386;0,19909774
0,114189088;0,415954591;0,199049192
0,114189088;0,415793867;0,198996582
0,114189088;0,414025899;0,198901541
0,11405569;0,412418655;0,198723124
0,113922291;0,410972136;0,19867551
0,113788893;0,410489963;0,198673503
0,113655494;0,410329239;0,19842835
0,113522096;0,409525617;0,19842086
0,113388697;0,40888272;0,198328858
0,113255299;0,408561271;0,19821111
0,113255299;0,406632579;0,197968533
0,1131219;0,406471855;0,197851053
0,112988502;0,40518606;0,197755161
0,112988502;0,405025336;0,197444014
0,112855103;0,404864611;0,197297287
0,112855103;0,404543163;0,197116079
0,112588306;0,404382438;0,197068725
0,112588306;0,402614471;0,196710376
0,112454908;0,402614471;0,196687447
0,112454908;0,401650125;0,196596912
0,11232151;0,400846503;0,196525607
0,11232151;0,399882157;0,196525214
0,112188111;0,399078535;0,196510117
0,112188111;0,398917811;0,196452099
0,112054713;0,39666767;0,196299227
0,112054713;0,396506946;0,196259611
0,112054713;0,3955426;0,196167433
0,111921314;0,394096081;0,196137784
0,111921314;0,393613908;0,196123661
0,111787916;0,393131735;0,196114116
0,111787916;0,390238697;0,196090091
0,111787916;0,390077972;0,196078883
0,111787916;0,388792177;0,195978582
0,111787916;0,388310004;0,195967183
0,111787916;0,387506383;0,195938628
0,111654517;0,38702421;0,195699809
0,111654517;0,386542037;0,195668815
0,111654517;0,386220588;0,195641833
0,111654517;0,385899139;0,195495927
0,111521119;0,385416966;0,195277005
0,11138772;0,385256242;0,195174186
0,111254322;0,383970447;0,195165783
0,111254322;0,383809723;0,195137669
0,111120923;0,38332755;0,195123007
0,111120923;0,382041755;0,195119951
0,110987525;0,381559582;0,194736236
0,110987525;0,379952339;0,194734615
0,110854126;0,379148717;0,194702841
0,110854126;0,37850582;0,194647509
0,110720728;0,377702198;0,194639083
0,110720728;0,377541474;0,194572862
0,110720728;0,377380749;0,194466703
0,110720728;0,377380749;0,1943903
0,110587329;0,376577128;0,194369805
0,110587329;0,376577128;0,194353531
0,110453931;0,376416403;0,194314321
0,110453931;0,37593423;0,194244047
0,110187134;0,375291333;0,19418708
0,110053736;0,374326987;0,194150204
0,110053736;0,372880468;0,194087986
0,110053736;0,371594673;0,19407106
0,109920337;0,370148154;0,194069308
0,109920337;0,36998743;0,194043936
0,109920337;0,364362078;0,193988014
0,10965354;0,363237007;0,193976111
0,10965354;0,36259411;0,193967665
0,10965354;0,361147591;0,193867184
0,109520142;0,361147591;0,193813108
0,109520142;0,359701072;0,193800064
0,109520142;0,358093829;0,193794011
0,109386743;0,35777238;0,193784584
0,109119946;0,356004412;0,193777209
0,109119946;0,355040066;0,193744332
0,108986548;0,354397169;0,193722804
0,108986548;0,353754271;0,193409877
0,108853149;0,35295065;0,193388217
0,108853149;0,35295065;0,193332163
0,108719751;0,351825579;0,193323113
0,108719751;0,351664855;0,193297622
0,108719751;0,351343406;0,193293954
0,108719751;0,350700509;0,193289323
0,108719751;0,350700509;0,193226945
0,108586352;0,349896887;0,193145218
0,108452954;0,349896887;0,193125834
0,108452954;0,349736163;0,193062251
0,108319555;0,348611093;0,193062234
0,108319555;0,346682401;0,19302123
0,108077347;0,345878779;0,193019694
0,108052759;0,345396606;0,192916428
0,10791936;0,344753708;0,19287387
0,10791936;0,344753708;0,192837031
0,10791936;0,343950087;0,192777121
0,107652563;0,343628638;0,192645029
0,107652563;0,343146465;0,19263277
0,107519165;0,342342843;0,192473594
0,107519165;0,34186067;0,192468614
0,107519165;0,341699946;0,192460083
0,107519165;0,341539222;0,192460048
0,107519165;0,341539222;0,192424406
0,107208093;0,340414151;0,19236852
0,107208093;0,339289081;0,192312098
0,107208093;0,338967632;0,192257307
0,107063217;0,338646184;0,192238591
0,107063217;0,338485459;0,192119201
0,106918341;0,337681837;0,192102213
0,106773465;0,337360389;0,192030844
0,106773465;0,337199664;0,191985765
0,106628589;0,336878216;0,191871453
0,106483714;0,333663729;0,191868679
0,106338838;0,333503005;0,191804138
0,106193962;0,33334228;0,191734555
0,106193962;0,333181556;0,191643495
0,106049086;0,33221721;0,191628986
0,106049086;0,33109214;0,191587694
0,10590421;0,329163447;0,191494362
0,105759335;0,327877653;0,191464325
0,105759335;0,327716928;0,191459033
0,105614459;0,327074031;0,191409318
0,105614459;0,327074031;0,191356672
0,105614459;0,325948961;0,19126487
0,105469583;0,325145339;0,191241072
0,105469583;0,324502442;0,191106461
0,105469583;0,323859544;0,191086147
0,105324707;0,323859544;0,19106249
0,105034956;0,323377371;0,19105681
0,10489008;0,323377371;0,191044913
0,104600328;0,322252301;0,191031601
0,104600328;0,321930852;0,191028033
0,104600328;0,321448679;0,191006818
0,104600328;0,321127231;0,190974382
0,104165701;0,319841436;0,190891332
0,104020825;0,319359263;0,190682817
0,104020825;0,319359263;0,190654663
0,103875949;0,319198538;0,190584136
0,103586198;0,319037814;0,190544026
0,103441322;0,318394917;0,190517555
0,103296446;0,318234192;0,190326314
0,10315157;0,318073468;0,19028316
0,10315157;0,317430571;0,190113468
0,103006694;0,317269846;0,190110185
0,103006694;0,3163055;0,190109421
0,102716943;0,315662603;0,190106124
0,102427191;0,315501879;0,19007766
0,102427191;0,314858981;0,190044641
0,102427191;0,314376808;0,190001241
0,102282315;0,314376808;0,189903138
0,102282315;0,314216084;0,189849728
0,10213744;0,31405536;0,18979912
0,10213744;0,313412462;0,18978051
0,101847688;0,313412462;0,189752073
0,101847688;0,312930289;0,189716888
0,101847688;0,312608841;0,18965687
0,101702812;0,312126667;0,189595904
0,101268185;0,312126667;0,189575754
0,101123309;0,312126667;0,189565936
0,101123309;0,311323046;0,189497666
0,101123309;0,311162321;0,189474229
0,100978433;0,311001597;0,189363769
0,100978433;0,311001597;0,189335602
0,100688682;0,310037251;0,189329801
0,100688682;0,309715802;0,189313699
0,100688682;0,309233629;0,18930951
0,100688682;0,307947835;0,189281953
0,100543806;0,306983489;0,189243933
0,100543806;0,306983489;0,189188319
0,100543806;0,306501316;0,18913935
0,100543806;0,306501316;0,189129573
0,100543806;0,306501316;0,189087631
0,100543806;0,306340591;0,189065604
0,100543806;0,304894072;0,189046685
0,100543806;0,304572624;0,188972106
0,100543806;0,304411899;0,188967232
0,100254054;0,304411899;0,188941551
0,100109178;0,304090451;0,188920674
0,100109178;0,303608277;0,18890956
0,100109178;0,302804656;0,188837462
0,099964303;0,302804656;0,188773248
0,099964303;0,302322483;0,188645838
0,099964303;0,302001034;0,188636301
0,099964303;0,301518861;0,188614233
0,099819427;0,301518861;0,188560828
0,099674551;0,300233066;0,188522197
0,099674551;0,300072342;0,188303078
0,099529675;0,297179304;0,188301938
0,099529675;0,296857855;0,188264463
0,099384799;0,296857855;0,188259673
0,099384799;0,296375682;0,18816789
0,099239924;0,295572061;0,18811132
0,099239924;0,292357574;0,188100263
0,099239924;0,291982054;0,188047886
0,099239924;0,291240983;0,188018122
0,099239924;0,291240983;0,188014023
0,099239924;0,291240983;0,188009347
0,098805296;0,290499912;0,187987172
0,09866042;0,290499912;0,187881325
0,098515545;0,289758841;0,187870141
0,098515545;0,289758841;0,187810773
0,098515545;0,289758841;0,187739848
0,098515545;0,289017769;0,187729768
0,098370669;0,289017769;0,187712642
0,098370669;0,288276698;0,187707787
0,098370669;0,288276698;0,187698385
0,098225793;0,287535627;0,187595559
0,098225793;0,286794556;0,187529496
0,098080917;0,286794556;0,187524484
0,098080917;0,286053485;0,187512302
0,097936041;0,285312413;0,187507752
0,097936041;0,285312413;0,187449612
0,097791166;0,285312413;0,187448382
0,09764629;0,284571342;0,187373203
0,097501414;0,284571342;0,187163985
0,097356538;0,284571342;0,187151071
0,097356538;0,283830271;0,187147857
0,097356538;0,283830271;0,187140991
0,097356538;0,2830892;0,187135432
0,097356538;0,2830892;0,187106725
0,097211662;0,2830892;0,187046366
0,097211662;0,2830892;0,187045219
0,097211662;0,2830892;0,186990581
0,097211662;0,2830892;0,18690222
0,097066787;0,282348129;0,186863593
0,096921911;0,282348129;0,186727834
0,096921911;0,282348129;0,186715146
0,096921911;0,281607057;0,186703579
0,096921911;0,281607057;0,186680362
0,096777035;0,280865986;0,186637849
0,096777035;0,280865986;0,186516015
0,096632159;0,280124915;0,186454828
0,096632159;0,280124915;0,186372323
0,096632159;0,279383844;0,18637018
0,096632159;0,279383844;0,186285039
0,096487283;0,278642773;0,186242907
0,096487283;0,278642773;0,18621058
0,096487283;0,278642773;0,186097542
0,096487283;0,278642773;0,18608115
0,096342408;0,278642773;0,186054848
0,096342408;0,277901701;0,186010885
0,096342408;0,277901701;0,185954605
0,096342408;0,277901701;0,185941597
0,096197532;0,277901701;0,185928443
0,096197532;0,27716063;0,185919857
0,096197532;0,27716063;0,185907533
0,096197532;0,276419559;0,185843515
0,096197532;0,276419559;0,185760769
0,096052656;0,275678488;0,185734876
0,096052656;0,275678488;0,185733725
0,09590778;0,275678488;0,185607514
0,095762904;0,275678488;0,185588409
0,095762904;0,274937417;0,185585684
0,095762904;0,274196345;0,185563174
0,095762904;0,274196345;0,185524562
0,095618029;0,274196345;0,185469686
0,095618029;0,274196345;0,185466557
0,095618029;0,274196345;0,185457227
0,095473153;0,273455274;0,18537883
0,095473153;0,273455274;0,185355168
0,095328277;0,273455274;0,185292191
0,095183401;0,272714203;0,18514251
0,095183401;0,272714203;0,185123895
0,095038525;0,272714203;0,185066242
0,095038525;0,272714203;0,185056566
0,095038525;0,272714203;0,185040509
0,09489365;0,272714203;0,185017465
0,09489365;0,271973132;0,184982116
0,09489365;0,271973132;0,184845277
0,094748774;0,271973132;0,184795114
0,094748774;0,271973132;0,184780381
0,094748774;0,271232061;0,184690268
0,094603898;0,271232061;0,184629686
0,094603898;0,271232061;0,184582547
0,094603898;0,270490989;0,184580021
0,094603898;0,270490989;0,184570359
0,094603898;0,270490989;0,184559892
0,094603898;0,270490989;0,184539167
0,094603898;0,270490989;0,184511149
0,094314146;0,269749918;0,184459609
0,094314146;0,269749918;0,184419153
0,094314146;0,269008847;0,184418297
0,094314146;0,269008847;0,184392295
0,094169271;0,269008847;0,184319663
0,094169271;0,269008847;0,184309283
0,094169271;0,269008847;0,184277468
0,094169271;0,268267776;0,184272113
0,094169271;0,268267776;0,184195798
0,094024395;0,266785633;0,184090547
0,094024395;0,266785633;0,184086178
0,094024395;0,266785633;0,18405006
0,093879519;0,266044562;0,184009768
0,093879519;0,266044562;0,184000937
0,093734643;0,266044562;0,183989106
0,093734643;0,266044562;0,183927819
0,093734643;0,265303491;0,183893467
0,093444892;0,263821348;0,183777013
0,093444892;0,263821348;0,183760578
0,093300016;0,263821348;0,18373428
0,093300016;0,263080277;0,183709925
0,093300016;0,263080277;0,183667314
0,093300016;0,263080277;0,183653646
0,093300016;0,263080277;0,183634042
0,093300016;0,263080277;0,183630796
0,09315514;0,263080277;0,183602175
0,09315514;0,262339206;0,183579029
0,09315514;0,262339206;0,1835603
0,093010264;0,262339206;0,183543256
0,093010264;0,261598135;0,18352323
0,093010264;0,261598135;0,183475041
0,092865388;0,261598135;0,183364102
0,092865388;0,260857064;0,183318366
0,092720513;0,260857064;0,183199146
0,092720513;0,260857064;0,183183097
0,092720513;0,260115992;0,18316421
0,092720513;0,260115992;0,183155398
0,092575637;0,259374921;0,183018434
0,092575637;0,259374921;0,183012758
0,092430761;0,259374921;0,182986271
0,092430761;0,259374921;0,182974522
0,092430761;0,25863385;0,1828927
0,092430761;0,257892779;0,182882357
0,092430761;0,257892779;0,18283085
0,092285885;0,257892779;0,182804257
0,092285885;0,257892779;0,182679867
0,092141009;0,257892779;0,182673444
0,092141009;0,257151708;0,182644488
0,091996134;0,257151708;0,182601313
0,091996134;0,256410636;0,182575591
0,091996134;0,255669565;0,182552629
0,091851258;0,255669565;0,182497437
0,091851258;0,254928494;0,182488497
0,091851258;0,254928494;0,182412479
0,091851258;0,254187423;0,182364838
0,091706382;0,254187423;0,182360204
0,091706382;0,253446352;0,18227486
0,091561506;0,253446352;0,182246852
0,091561506;0,253446352;0,182243362
0,091561506;0,253446352;0,182225934
0,091561506;0,25270528;0,18220981
0,09141663;0,251964209;0,182185611
0,09141663;0,251964209;0,182122594
0,09141663;0,251964209;0,182105585
0,09141663;0,251223138;0,181987747
0,09141663;0,251223138;0,181948211
0,09141663;0,251223138;0,181945258
0,091271755;0,251223138;0,18191029
0,091271755;0,251223138;0,181882335
0,091271755;0,250482067;0,181852101
0,091126879;0,250482067;0,181820898
0,091126879;0,249740996;0,18165049
0,091126879;0,249740996;0,181488699
0,090982003;0,249740996;0,181473692
0,090982003;0,248999924;0,181468911
0,090982003;0,248258853;0,181380462
0,090982003;0,248258853;0,181291614
0,090982003;0,247517782;0,181269639
0,090837127;0,247517782;0,18122222
0,090837127;0,246776711;0,181190077
0,090837127;0,246776711;0,181117123
0,090837127;0,246776711;0,181112582
0,090837127;0,24603564;0,181062287
0,090837127;0,24603564;0,180964753
0,090837127;0,245294568;0,180910245
0,090837127;0,245294568;0,180898038
0,090837127;0,245294568;0,180860098
0,090837127;0,245294568;0,180845154
0,090837127;0,244553497;0,180838548
0,090837127;0,244553497;0,180769292
0,090837127;0,244553497;0,180751909
0,090692251;0,244553497;0,180741686
0,090692251;0,243812426;0,180630803
0,090692251;0,243812426;0,180507192
0,090547376;0,243812426;0,180507026
0,0904025;0,243071355;0,180497437
0,0904025;0,243071355;0,180395909
0,0904025;0,243071355;0,180395472
0,0904025;0,243071355;0,180383618
0,090257624;0,243071355;0,18033534
0,090257624;0,242330284;0,180165134
0,090112748;0,241589212;0,18010321
0,090112748;0,241589212;0,18005837
0,090112748;0,241589212;0,180036434
0,090112748;0,241589212;0,180030309
0,090112748;0,240848141;0,17983002
0,090112748;0,240848141;0,179817994
0,090112748;0,240848141;0,179778932
0,089967872;0,240848141;0,179632013
0,089967872;0,24010707;0,179622818
0,089967872;0,24010707;0,179535262
0,089967872;0,239365999;0,179532202
0,089967872;0,239365999;0,179483081
0,089967872;0,239365999;0,17936048
0,089822997;0,239365999;0,17931197
0,089822997;0,239365999;0,179224316
0,089822997;0,239365999;0,179151485
0,089678121;0,238624928;0,179093973
0,089678121;0,238624928;0,179093678
0,089678121;0,237883856;0,179003051
0,089533245;0,237883856;0,178872535
0,089533245;0,237883856;0,178801021
0,089533245;0,237142785;0,178703504
0,089533245;0,237142785;0,17867394
0,089388369;0,237142785;0,178643995
0,089388369;0,236401714;0,178616446
0,089388369;0,236401714;0,17850949
0,089388369;0,236401714;0,178389472
0,089243493;0,235660643;0,178217298
0,089243493;0,235660643;0,178116193
0,089243493;0,235660643;0,178077608
0,089243493;0,235660643;0,177984063
0,089243493;0,235660643;0,17779762
0,089243493;0,234919572;0,177766586
0,089098618;0,234919572;0,177715966
0,089098618;0,234919572;0,177602953
0,089098618;0,234919572;0,177599701
0,089098618;0,234919572;0,177464311
0,089098618;0,2341785;0,177448865
0,088953742;0,2341785;0,177434182
0,088808866;0,233437429;0,177425863
0,088808866;0,233437429;0,17724311
0,088808866;0,233437429;0,177203091
0,088808866;0,233437429;0,177198671
0,088808866;0,232696358;0,177176461
0,088808866;0,232696358;0,17716148
0,088808866;0,232696358;0,177135366
0,08866399;0,232696358;0,17711471
0,08866399;0,232696358;0,177106782
0,088519114;0,231955287;0,17703284
0,088519114;0,231955287;0,176936951
0,088519114;0,231214216;0,176767946
0,088519114;0,231214216;0,17672481
0,088519114;0,231214216;0,176637564
0,088374239;0,231214216;0,176611568
0,088374239;0,231214216;0,17660758
0,088374239;0,230473144;0,176460309
0,088374239;0,230473144;0,176252287
0,088229363;0,229732073;0,176234181
0,088229363;0,229732073;0,176051015
0,088229363;0,229732073;0,175991035
0,088229363;0,229732073;0,17597303
0,088084487;0,229732073;0,175970545
0,088084487;0,228991002;0,17590405
0,088084487;0,228991002;0,175703184
0,088084487;0,228991002;0,175686367
0,088084487;0,228249931;0,175386004
0,088084487;0,228249931;0,175290434
0,088084487;0,228249931;0,175262906
0,088084487;0,228249931;0,175239602
0,088084487;0,22750886;0,175187767
0,087939611;0,22750886;0,175158536
0,087939611;0,226767788;0,175119369
0,087939611;0,226767788;0,175098255
0,087939611;0,226767788;0,175069663
0,087939611;0,226767788;0,174932366
0,087794735;0,226767788;0,174892516
0,087794735;0,226767788;0,174809389
0,087794735;0,226767788;0,17468253
0,087794735;0,226026717;0,174656572
0,087794735;0,226026717;0,174629318
0,087794735;0,225285646;0,174574849
0,087794735;0,225285646;0,174561138
0,08764986;0,225285646;0,174475292
0,08764986;0,225285646;0,174455526
0,08764986;0,225285646;0,173930051
0,08764986;0,224544575;0,173832639
0,08764986;0,224544575;0,173762831
0,08764986;0,224544575;0,173715515
0,08764986;0,224544575;0,17370166
0,08764986;0,224544575;0,173394125
0,08764986;0,224544575;0,173209361
0,087504984;0,223803503;0,173204356
0,087504984;0,223803503;0,172993918
0,087504984;0,223062432;0,172970302
0,087504984;0,223062432;0,172853584
0,087360108;0,222321361;0,172669597
0,087360108;0,222321361;0,17262638
0,087360108;0,222321361;0,172616415
0,087360108;0,22158029;0,172592915
0,087360108;0,22158029;0,172111788
0,087360108;0,22158029;0,172058604
0,087215232;0,220839219;0,172031591
0,087215232;0,220839219;0,171893839
0,087215232;0,220839219;0,171891611
0,087215232;0,220839219;0,171813043
0,087215232;0,220098147;0,171788181
0,087215232;0,220098147;0,171734724
0,087215232;0,220098147;0,171714084
0,087070356;0,220098147;0,171703491
0,087070356;0,220098147;0,171638496
0,087070356;0,220098147;0,171414726
0,087070356;0,220098147;0,171328415
0,086925481;0,219357076;0,171151089
0,086925481;0,219357076;0,170980996
0,086925481;0,219357076;0,170967031
0,086925481;0,219357076;0,170941865
0,086925481;0,218616005;0,17081861
0,086925481;0,218616005;0,17072999
0,086925481;0,217874934;0,170367023
0,086780605;0,217874934;0,170348762
0,086780605;0,217874934;0,170277819
0,086780605;0,217874934;0,170250429
0,086780605;0,217874934;0,170132427
0,086780605;0,217874934;0,170077313
0,086635729;0,217133863;0,17007699
0,086635729;0,217133863;0,170017143
0,086635729;0,217133863;0,170011965
0,086635729;0,217133863;0,169989825
0,086490853;0,217133863;0,169922042
0,086490853;0,217133863;0,169702462
0,086490853;0,216392791;0,169658131
0,086490853;0,216392791;0,169632459
0,086345977;0,21565172;0,169579184
0,086345977;0,21565172;0,169482291
0,086345977;0,21565172;0,169364811
0,086201102;0,21565172;0,169283349
0,086201102;0,21565172;0,169162722
0,086201102;0,21565172;0,169154919
0,086201102;0,214910649;0,169138352
0,086201102;0,214910649;0,16898316
0,086056226;0,214910649;0,168945125
0,086056226;0,214910649;0,168910056
0,086056226;0,214910649;0,168857249
0,086056226;0,214169578;0,168781602
0,08591135;0,214169578;0,168725212
0,08591135;0,213428507;0,168713931
0,085766474;0,213428507;0,168625422
0,085766474;0,213428507;0,168589989
0,085621598;0,213428507;0,168547216
0,085621598;0,213428507;0,16853042
0,085621598;0,212687435;0,16837226
0,085621598;0,212687435;0,168248525
0,085621598;0,212687435;0,168243169
0,085621598;0,212687435;0,168176177
0,085621598;0,211946364;0,168171765
0,085621598;0,211946364;0,168117049
0,085621598;0,211205293;0,168067169
0,085476723;0,211205293;0,168025172
0,085476723;0,211205293;0,168007628
0,085476723;0,210464222;0,167848272
0,085476723;0,210464222;0,167791459
0,085476723;0,210464222;0,167690404
0,085476723;0,209723151;0,167557315
0,085476723;0,209723151;0,16750218
0,085331847;0,209723151;0,16742553
0,085331847;0,208982079;0,167397178
0,085331847;0,208982079;0,167176402
0,085331847;0,208982079;0,167105293
0,085331847;0,208982079;0,16709277
0,085186971;0,208982079;0,167074084
0,085186971;0,208241008;0,166986399
0,085186971;0,208241008;0,166939316
0,085186971;0,208241008;0,166849318
0,085042095;0,207499937;0,166778494
0,085042095;0,207499937;0,166666842
0,085042095;0,207499937;0,166618889
0,085042095;0,207499937;0,166609235
0,085042095;0,207499937;0,166387847
0,085042095;0,207499937;0,166384706
0,084897219;0,207499937;0,166133016
0,084752344;0,206758866;0,166113446
0,084752344;0,206758866;0,165917766
0,084752344;0,206758866;0,165852302
0,084752344;0,206758866;0,165788091
0,084607468;0,206758866;0,165558772
